Date,High,Low,Close,Volume
2015-06-17,431.35000599999995,424.75,427.80999800000006,2185900
2015-06-18,439.73001100000005,429.410004,439.39001500000006,3378400
2015-06-19,444.98999000000003,433.23999000000003,434.920013,4495100
2015-06-22,439.23999000000003,434.17999299999997,436.290009,1823600
2015-06-23,447.040009,433.69000199999994,445.98999000000003,3245000
2015-06-24,446.47000099999997,440.23001100000005,440.839996,2620800
2015-06-25,443.47000099999997,436.39001500000006,440.10000599999995,2237500
2015-06-26,443.48999000000003,435.05999800000006,438.10000599999995,2624500
2015-06-29,437.0,429.0,429.85998499999994,2753200
2015-06-30,435.57000700000003,430.459991,434.089996,2596900
2015-07-01,440.0,435.579987,437.39001500000006,1987100
2015-07-02,438.200012,433.48001100000005,437.709991,1343400
2015-07-06,439.73001100000005,433.51998899999995,436.040009,1903200
2015-07-07,437.73001100000005,425.57000700000003,436.72000099999997,3454200
2015-07-08,435.98999000000003,428.829987,429.700012,2383100
2015-07-09,438.72000099999997,434.14999400000005,434.39001500000006,2271400
2015-07-10,444.72000099999997,439.0,443.51000999999997,2401000
2015-07-13,457.869995,447.540009,455.57000700000003,3956800
2015-07-14,469.60000599999995,458.160004,465.57000700000003,4736200
2015-07-15,464.700012,460.200012,461.19000199999994,2987400
2015-07-16,475.880005,464.799988,475.48001100000005,4095600
2015-07-17,485.420013,477.25,483.01000999999997,4932200
2015-07-20,493.200012,485.39999400000005,488.10000599999995,4752500
2015-07-21,488.880005,482.549988,488.0,3181800
2015-07-22,492.5,484.89999400000005,488.26998899999995,3114900
2015-07-23,491.660004,475.700012,482.17999299999997,9374400
2015-07-24,580.570007,529.349976,529.419983,21909400
2015-07-27,544.950012,526.599976,531.409973,7491000
2015-07-28,536.3900150000001,523.119995,526.030029,5273100
2015-07-29,532.969971,525.02002,529.0,3752600
2015-07-30,539.200012,524.289978,536.76001,3743100
2015-07-31,542.840027,534.52002,536.150024,3025600
2015-08-03,540.4400019999999,529.3599849999999,535.030029,3014200
2015-08-04,536.950012,529.159973,531.900024,2934600
2015-08-05,539.1400150000001,534.119995,537.01001,2889400
2015-08-06,542.73999,527.52002,529.460022,3820500
2015-08-07,529.460022,518.210022,522.619995,3969200
2015-08-10,532.280029,523.0,524.0,2615900
2015-08-11,528.97998,522.0,527.460022,2657900
2015-08-12,527.5,513.0599980000001,525.909973,3962300
2015-08-13,534.659973,525.48999,529.659973,2895200
2015-08-14,534.1099849999999,528.25,531.52002,1983200
2015-08-17,538.73999,527.119995,535.219971,2581700
2015-08-18,539.48999,533.0,535.02002,2071300
2015-08-19,537.25,529.0,532.919983,2324000
2015-08-20,533.25,515.77002,515.780029,4408000
2015-08-21,512.330017,494.47000099999997,494.47000099999997,6706500
2015-08-24,476.579987,451.0,463.369995,10097600
2015-08-25,489.44000199999994,466.25,466.369995,5679300
2015-08-26,503.72000099999997,478.76000999999997,500.76998899999995,6358600
2015-08-27,522.6900019999999,507.26000999999997,518.369995,6114500
2015-08-28,521.5,513.039978,518.01001,2746700
2015-08-31,519.409973,509.07000700000003,512.8900150000001,2983000
2015-09-01,510.0,493.42999299999997,496.540009,3864500
2015-09-02,510.85998499999994,497.72000099999997,510.549988,3707100
2015-09-03,515.840027,502.57000700000003,504.72000099999997,3149700
2015-09-04,502.85000599999995,495.64001500000006,499.0,2692500
2015-09-08,518.349976,508.51000999999997,517.539978,3810700
2015-09-09,529.950012,515.0599980000001,516.8900150000001,4338700
2015-09-10,526.130005,514.780029,522.23999,2576000
2015-09-11,529.4400019999999,520.6099849999999,529.4400019999999,3227900
2015-09-14,532.450012,518.580017,521.380005,3130200
2015-09-15,527.919983,517.200012,522.369995,2845600
2015-09-16,528.299988,518.52002,527.3900150000001,2252800
2015-09-17,546.969971,526.570007,538.869995,4169500
2015-09-18,546.23999,531.349976,540.26001,6125600
2015-09-21,549.780029,539.590027,548.3900150000001,3283300
2015-09-22,543.549988,532.659973,538.400024,3841700
2015-09-23,541.210022,534.0,536.070007,2237600
2015-09-24,534.5599980000001,522.869995,533.75,3501000
2015-09-25,542.799988,521.400024,524.25,4031000
2015-09-28,520.280029,494.329987,504.05999800000006,5434500
2015-09-29,511.48001100000005,490.5,496.07000700000003,4457500
2015-09-30,512.799988,501.670013,511.89001500000006,3990400
2015-10-01,520.799988,506.0,520.719971,3768500
2015-10-02,532.599976,508.10000599999995,532.539978,4597800
2015-10-05,545.909973,536.0,543.679993,3391400
2015-10-06,551.5,533.330017,537.47998,4502800
2015-10-07,542.0,529.0,541.9400019999999,3812100
2015-10-08,539.3900150000001,519.8900150000001,533.159973,4676400
2015-10-09,541.789978,530.27002,539.799988,3537400
2015-10-12,550.820007,539.799988,550.1900019999999,2776100
2015-10-13,553.200012,543.099976,548.900024,2938000
2015-10-14,552.25,539.679993,544.830017,3582100
2015-10-15,563.0,547.0,562.4400019999999,4937000
2015-10-16,570.9400019999999,560.3099980000001,570.76001,4315800
2015-10-19,579.0,567.380005,573.150024,4375400
2015-10-20,573.0,555.280029,560.880005,4327900
2015-10-21,565.25,552.52002,555.77002,3343600
2015-10-22,569.150024,556.669983,563.909973,7779400
2015-10-23,619.450012,595.3599849999999,599.030029,10692700
2015-10-26,609.849976,596.289978,608.6099849999999,4269700
2015-10-27,614.710022,605.530029,611.01001,3787100
2015-10-28,617.22998,609.5,617.099976,3926200
2015-10-29,627.539978,615.3900150000001,626.549988,3858600
2015-10-30,630.719971,625.280029,625.900024,3874400
2015-11-02,628.630005,620.409973,628.349976,2816500
2015-11-03,629.8900150000001,622.0,625.3099980000001,3246900
2015-11-04,645.929993,627.349976,640.950012,4831800
2015-11-05,657.0,643.090027,655.650024,4723800
2015-11-06,662.26001,652.0,659.369995,4092200
2015-11-09,661.960022,647.849976,655.48999,4048800
2015-11-10,660.0,647.26001,659.679993,3489500
2015-11-11,675.960022,663.25,673.25,5387300
2015-11-12,675.6400150000001,664.219971,665.599976,4284700
2015-11-13,667.0,640.450012,642.349976,6261100
2015-11-16,649.98999,622.289978,647.8099980000001,7435900
2015-11-17,653.25,641.0,643.299988,4320200
2015-11-18,664.880005,646.369995,663.539978,4469800
2015-11-19,672.8599849999999,659.0,661.27002,4705200
2015-11-20,668.869995,657.570007,668.450012,3896100
2015-11-23,682.77002,670.119995,678.98999,4385100
2015-11-24,675.799988,661.210022,671.150024,4543400
2015-11-25,679.700012,671.23999,675.340027,2697900
2015-11-27,680.98999,672.099976,673.26001,1966800
2015-11-30,681.289978,664.599976,664.799988,5693200
2015-12-01,681.0,667.8599849999999,679.0599980000001,4751200
2015-12-02,684.820007,674.25,676.01001,4273500
2015-12-03,682.789978,661.47998,666.25,5064700
2015-12-04,674.780029,661.400024,672.6400150000001,4534800
2015-12-07,675.460022,660.5,669.830017,3732800
2015-12-08,679.98999,659.789978,677.330017,3651900
2015-12-09,679.0,655.679993,664.789978,5158200
2015-12-10,668.530029,659.5599980000001,662.320007,3440200
2015-12-11,657.880005,639.619995,640.150024,5474400
2015-12-14,658.590027,635.27002,657.909973,4329700
2015-12-15,671.5,657.349976,658.6400150000001,4753400
2015-12-16,677.349976,659.320007,675.77002,3964500
2015-12-17,682.5,670.650024,670.650024,3681600
2015-12-18,676.840027,664.130005,664.1400150000001,6841300
2015-12-21,669.900024,658.929993,664.51001,3250900
2015-12-22,668.48999,659.26001,663.150024,2664000
2015-12-23,666.599976,656.630005,663.700012,2722900
2015-12-24,664.679993,660.599976,662.789978,1093000
2015-12-28,675.5,665.5,675.200012,3775800
2015-12-29,696.4400019999999,677.8900150000001,693.969971,5735000
2015-12-30,695.48999,686.380005,689.070007,3519000
2015-12-31,687.75,675.8900150000001,675.8900150000001,3749600
2016-01-04,657.719971,627.51001,636.98999,9314500
2016-01-05,646.909973,627.650024,633.789978,5822600
2016-01-06,639.789978,620.3099980000001,632.650024,5329200
2016-01-07,630.0,605.210022,607.9400019999999,7074900
2016-01-08,624.1400150000001,606.0,607.049988,5512900
2016-01-11,619.849976,598.570007,617.73999,4869200
2016-01-12,625.98999,612.23999,617.8900150000001,4724100
2016-01-13,620.880005,579.159973,581.8099980000001,7655200
2016-01-14,602.25,569.880005,593.0,7238000
2016-01-15,584.619995,565.299988,570.179993,7784500
2016-01-19,584.0,566.450012,574.47998,4807200
2016-01-20,578.450012,547.179993,571.77002,7966400
2016-01-21,588.8099980000001,568.219971,575.02002,4952200
2016-01-22,600.099976,584.1099849999999,596.380005,5120100
2016-01-25,608.5,594.5599980000001,596.530029,4396100
2016-01-26,604.5,590.380005,601.25,3743200
2016-01-27,603.3900150000001,578.780029,583.349976,5152900
2016-01-28,638.0599980000001,597.549988,635.349976,14015200
2016-01-29,593.0,570.0,587.0,14677600
2016-02-01,581.799988,570.3099980000001,574.8099980000001,6355100
2016-02-02,571.5599980000001,550.090027,552.099976,6312000
2016-02-03,556.0,521.900024,531.070007,10048700
2016-02-04,538.98999,519.219971,536.26001,6176600
2016-02-05,529.450012,499.19000199999994,502.130005,9708900
2016-02-08,493.5,475.209991,488.10000599999995,9825500
2016-02-09,498.380005,474.0,482.07000700000003,7045900
2016-02-10,504.660004,486.0,490.48001100000005,6786200
2016-02-11,509.299988,484.0,503.82000700000003,7397400
2016-02-12,516.75,501.48999000000003,507.079987,5384800
2016-02-16,524.450012,511.660004,521.099976,5118500
2016-02-17,537.47998,519.3900150000001,534.099976,4824000
2016-02-18,541.200012,523.72998,525.0,4735000
2016-02-19,535.950012,515.349976,534.900024,4974700
2016-02-22,560.650024,541.080017,559.5,5566600
2016-02-23,556.909973,545.330017,552.9400019999999,4050800
2016-02-24,554.27002,533.150024,554.039978,6231700
2016-02-25,559.3900150000001,545.289978,555.150024,4510500
2016-02-26,562.5,553.169983,555.22998,4877000
2016-02-29,564.8099980000001,552.51001,552.52002,4145400
2016-03-01,579.25,556.0,579.039978,5038500
2016-03-02,585.0,573.700012,580.210022,4582200
2016-03-03,579.869995,573.1099849999999,577.48999,2736700
2016-03-04,581.400024,571.070007,575.1400150000001,3416500
2016-03-07,573.630005,555.549988,562.799988,4926900
2016-03-08,571.349976,554.73999,560.26001,4730000
2016-03-09,560.349976,550.130005,559.469971,4377300
2016-03-10,567.0,547.900024,558.929993,3914300
2016-03-11,570.0599980000001,562.72998,569.6099849999999,3771300
2016-03-14,576.8900150000001,563.049988,573.369995,3454200
2016-03-15,581.52002,567.0,577.02002,3876800
2016-03-16,581.320007,571.1400150000001,574.27002,3537700
2016-03-17,571.400024,555.01001,559.4400019999999,5928100
2016-03-18,562.330017,546.090027,552.080017,7296900
2016-03-21,555.23999,538.580017,553.97998,5155700
2016-03-22,562.76001,545.049988,560.47998,4000600
2016-03-23,572.47998,558.099976,569.630005,3983700
2016-03-24,583.549988,567.080017,582.950012,5185500
2016-03-28,584.75,575.5599980000001,579.869995,3121500
2016-03-29,595.849976,576.5,593.8599849999999,4167100
2016-03-30,603.23999,595.0,598.6900019999999,3890500
2016-03-31,600.75,592.210022,593.6400150000001,2681800
2016-04-01,599.030029,588.299988,598.5,2917400
2016-04-04,599.5,590.549988,593.1900019999999,2470800
2016-04-05,593.469971,585.25,586.1400150000001,2308900
2016-04-06,602.3900150000001,587.5,602.080017,2833500
2016-04-07,599.599976,589.080017,591.429993,3189000
2016-04-08,597.8599849999999,589.0,594.599976,2591900
2016-04-11,604.0,594.909973,595.929993,2704300
2016-04-12,604.0599980000001,592.3099980000001,603.169983,2636300
2016-04-13,616.8099980000001,605.289978,614.820007,4228300
2016-04-14,624.380005,615.070007,620.75,3474300
2016-04-15,626.77002,618.1099849999999,625.8900150000001,2887700
2016-04-18,637.6400150000001,624.960022,635.349976,4336400
2016-04-19,638.01001,620.799988,627.900024,4055900
2016-04-20,636.549988,623.0,632.98999,2609400
2016-04-21,637.820007,628.5,631.0,2596300
2016-04-22,628.25,611.5599980000001,620.5,5083900
2016-04-25,626.97998,616.25,626.200012,2682900
2016-04-26,626.75,614.880005,616.880005,2521400
2016-04-27,615.950012,601.280029,606.570007,4068800
2016-04-28,626.799988,599.200012,602.0,7872600
2016-04-29,669.97998,654.0,659.590027,10310700
2016-05-02,685.5,662.030029,683.849976,6578500
2016-05-03,680.299988,670.429993,671.320007,4923400
2016-05-04,674.0,662.1400150000001,670.900024,4574500
2016-05-05,676.48999,656.0,659.090027,4884100
2016-05-06,676.950012,656.01001,673.950012,4365300
2016-05-09,686.97998,671.409973,679.75,3982200
2016-05-10,704.549988,693.5,703.070007,6087000
2016-05-11,719.0,701.650024,713.22998,7338200
2016-05-12,722.450012,711.51001,717.929993,5048200
2016-05-13,719.25,706.51001,709.919983,4763400
2016-05-16,713.25,700.280029,710.659973,5432900
2016-05-17,714.469971,693.909973,695.27002,5121400
2016-05-18,702.539978,688.76001,697.450012,4283200
2016-05-19,699.400024,689.5599980000001,698.52002,3025600
2016-05-20,707.23999,700.0,702.799988,2916200
2016-05-23,706.0,696.419983,696.75,2579200
2016-05-24,707.5,698.0,704.200012,3033800
2016-05-25,710.8599849999999,705.52002,708.349976,3267700
2016-05-26,715.0,707.289978,714.909973,2436800
2016-05-27,716.599976,711.099976,712.23999,2249200
2016-05-31,724.22998,711.320007,722.789978,3618300
2016-06-01,726.429993,718.219971,719.4400019999999,3263100
2016-06-02,728.280029,715.5,728.23999,3020700
2016-06-03,727.0,718.429993,725.539978,3367300
2016-06-06,731.5,724.419983,726.72998,2704800
2016-06-07,730.0,720.549988,723.73999,2732500
2016-06-08,729.419983,721.599976,726.6400150000001,2223400
2016-06-09,728.909973,722.299988,727.650024,2170300
2016-06-10,724.97998,714.210022,717.909973,3425700
2016-06-13,721.98999,711.159973,715.23999,3352200
2016-06-14,720.8099980000001,712.27002,719.299988,2506900
2016-06-15,722.5599980000001,713.349976,714.26001,2709400
2016-06-16,718.0,705.299988,717.51001,3098000
2016-06-17,718.200012,699.179993,706.3900150000001,5897800
2016-06-20,721.3099980000001,710.8099980000001,714.01001,3677200
2016-06-21,718.400024,712.719971,715.820007,2137500
2016-06-22,717.0,707.570007,710.599976,2260500
2016-06-23,722.119995,712.5,722.080017,2825000
2016-06-24,712.530029,692.200012,698.960022,7632500
2016-06-27,696.820007,682.119995,691.3599849999999,5568000
2016-06-28,708.0,698.169983,707.950012,4037000
2016-06-29,719.5,713.539978,715.599976,3070100
2016-06-30,719.369995,712.539978,715.619995,2855100
2016-07-01,728.0,716.539978,725.679993,2920400
2016-07-05,729.5599980000001,719.6099849999999,728.099976,2431400
2016-07-06,737.77002,722.580017,737.6099849999999,3938200
2016-07-07,739.549988,731.630005,736.570007,2936700
2016-07-08,746.099976,738.0,745.8099980000001,3429200
2016-07-11,755.900024,747.0,753.780029,3195300
2016-07-12,757.340027,740.330017,748.210022,5623700
2016-07-13,756.869995,741.25,742.630005,4142300
2016-07-14,749.039978,739.02002,741.200012,2390500
2016-07-15,746.549988,734.049988,735.4400019999999,3121400
2016-07-18,741.599976,728.719971,736.070007,2954900
2016-07-19,743.330017,732.3099980000001,739.950012,2216800
2016-07-20,746.25,740.700012,745.719971,2214000
2016-07-21,749.3599849999999,742.789978,744.429993,2317100
2016-07-22,751.280029,743.530029,744.8599849999999,2277700
2016-07-25,748.5,735.349976,739.6099849999999,2679300
2016-07-26,743.130005,732.75,735.590027,2529700
2016-07-27,740.9400019999999,733.8599849999999,736.669983,2831800
2016-07-28,753.3599849999999,739.700012,752.6099849999999,7617600
2016-07-29,766.0,755.0,758.8099980000001,6777100
2016-08-01,770.5,757.0599980000001,767.73999,3578200
2016-08-02,765.01001,757.02002,760.580017,3603300
2016-08-03,758.8900150000001,752.25,754.6400150000001,3581500
2016-08-04,765.0,750.349976,760.77002,3176000
2016-08-05,768.469971,763.090027,765.97998,2704400
2016-08-08,767.0,761.02002,766.5599980000001,1986300
2016-08-09,772.599976,766.900024,768.3099980000001,1876100
2016-08-10,772.099976,766.1900019999999,768.5599980000001,1604300
2016-08-11,773.75,769.119995,771.23999,2016300
2016-08-12,773.150024,768.419983,772.5599980000001,1563300
2016-08-15,772.039978,767.710022,768.48999,2118500
2016-08-16,768.72998,763.820007,764.039978,1604600
2016-08-17,765.219971,759.200012,764.630005,1891100
2016-08-18,765.169983,760.599976,764.460022,1458800
2016-08-19,762.48999,756.8900150000001,757.3099980000001,2343200
2016-08-22,759.849976,752.099976,759.47998,1679300
2016-08-23,764.700012,761.0,762.450012,1524100
2016-08-24,763.409973,755.3599849999999,757.25,1744100
2016-08-25,760.5599980000001,754.73999,759.219971,1623000
2016-08-26,770.0,759.799988,769.0,2776800
2016-08-29,774.97998,768.599976,771.289978,2185700
2016-08-30,771.840027,765.5599980000001,767.580017,1709200
2016-08-31,769.6400150000001,764.0,769.159973,1633800
2016-09-01,772.039978,766.75,770.619995,1792300
2016-09-02,776.0,771.700012,772.4400019999999,2181800
2016-09-06,789.47998,770.219971,788.869995,3719800
2016-09-07,790.789978,784.330017,784.47998,2424600
2016-09-08,786.5,781.4400019999999,784.0599980000001,2026400
2016-09-09,781.0,760.1099849999999,760.1400150000001,4257300
2016-09-12,772.659973,756.0,771.48999,3124700
2016-09-13,769.8900150000001,759.049988,761.01001,3117200
2016-09-14,767.5,758.849976,761.090027,2523000
2016-09-15,770.869995,757.580017,769.6900019999999,3034000
2016-09-16,780.460022,771.659973,778.52002,5499200
2016-09-19,781.9400019999999,771.0,775.099976,2292500
2016-09-20,781.369995,776.0,780.219971,1937200
2016-09-21,790.6900019999999,779.01001,789.73999,2718600
2016-09-22,805.8900150000001,794.27002,804.700012,4078900
2016-09-23,807.75,802.119995,805.75,2353500
2016-09-26,805.929993,797.150024,799.159973,2651400
2016-09-27,816.6400150000001,801.1099849999999,816.1099849999999,3819600
2016-09-28,830.1400150000001,817.030029,828.719971,4422100
2016-09-29,837.5,824.630005,829.049988,4922200
2016-09-30,839.9500119999999,832.400024,837.3099980000001,4430600
2016-10-03,839.8599849999999,831.25,836.73999,2769400
2016-10-04,842.3699949999999,830.26001,834.030029,2950300
2016-10-05,845.669983,836.119995,844.3599849999999,3469100
2016-10-06,847.2100220000001,840.599976,841.659973,2684000
2016-10-07,845.9500119999999,837.450012,839.429993,2426200
2016-10-10,845.2000119999999,840.2700199999999,841.7100220000001,1818000
2016-10-11,841.2899779999999,828.349976,831.0,3588200
2016-10-12,837.669983,830.099976,834.090027,2380400
2016-10-13,831.799988,821.210022,829.280029,3091400
2016-10-14,835.73999,822.960022,822.960022,2999800
2016-10-17,822.0,811.679993,812.950012,3361500
2016-10-18,823.26001,815.02002,817.650024,2480800
2016-10-19,820.669983,815.169983,817.6900019999999,2090700
2016-10-20,815.710022,803.099976,810.320007,3152000
2016-10-21,819.419983,809.0,818.98999,2793000
2016-10-24,838.299988,822.210022,838.090027,4060900
2016-10-25,843.090027,833.219971,835.179993,3248400
2016-10-26,833.4400019999999,820.0,822.590027,3998100
2016-10-27,831.719971,815.429993,818.3599849999999,7406400
2016-10-28,789.48999,774.6099849999999,776.320007,10841100
2016-10-31,793.700012,780.1099849999999,789.820007,5413300
2016-11-01,800.840027,776.710022,785.409973,5305400
2016-11-02,784.75,763.549988,765.5599980000001,5026500
2016-11-03,777.0,764.0,767.030029,3872500
2016-11-04,766.0,753.22998,755.049988,5122100
2016-11-07,787.72998,770.9400019999999,784.929993,5984400
2016-11-08,791.73999,779.099976,787.75,3373300
2016-11-09,777.5,760.090027,771.880005,8562900
2016-11-10,778.830017,717.700012,742.380005,12747000
2016-11-11,743.26001,728.900024,739.01001,6622800
2016-11-14,746.0,710.099976,719.070007,7283200
2016-11-15,746.780029,725.98999,743.23999,6755800
2016-11-16,749.869995,735.6099849999999,746.48999,3601400
2016-11-17,757.5,748.0,756.400024,3690100
2016-11-18,767.73999,757.6400150000001,760.159973,4373400
2016-11-21,780.349976,765.1099849999999,780.0,4614600
2016-11-22,792.400024,781.0,785.330017,5311300
2016-11-23,781.75,773.119995,780.119995,3522500
2016-11-25,786.75,777.900024,780.369995,1837100
2016-11-28,777.0,764.23999,766.77002,4438800
2016-11-29,769.8900150000001,761.320007,762.52002,3272300
2016-11-30,768.090027,750.25,750.570007,4625900
2016-12-01,753.369995,738.030029,743.650024,4666000
2016-12-02,748.48999,736.700012,740.340027,3561300
2016-12-05,761.48999,742.0,759.3599849999999,4314700
2016-12-06,768.23999,757.25,764.719971,3794700
2016-12-07,770.419983,755.820007,770.419983,3684900
2016-12-08,773.789978,765.1900019999999,767.330017,3189600
2016-12-09,770.25,765.340027,768.659973,2470900
2016-12-12,766.8900150000001,757.200012,760.119995,2963900
2016-12-13,782.460022,762.0,774.340027,5285300
2016-12-14,780.8599849999999,762.8099980000001,768.820007,5454800
2016-12-15,769.099976,760.3099980000001,761.0,3801900
2016-12-16,765.130005,754.0,757.77002,4828700
2016-12-19,770.5,756.159973,766.0,3113200
2016-12-20,774.3900150000001,767.710022,771.219971,2703600
2016-12-21,771.219971,765.700012,770.599976,2044600
2016-12-22,771.210022,763.02002,766.340027,2543600
2016-12-23,766.5,757.98999,760.590027,1976900
2016-12-27,774.650024,761.200012,771.400024,2638700
2016-12-28,780.0,770.5,772.130005,3301000
2016-12-29,773.400024,760.849976,765.150024,3153500
2016-12-30,767.400024,748.280029,749.869995,4139400
2017-01-03,758.76001,747.700012,753.669983,3521100
2017-01-04,759.679993,754.200012,757.179993,2510500
2017-01-05,782.400024,760.26001,780.450012,5830100
2017-01-06,799.4400019999999,778.47998,795.98999,5986200
2017-01-09,801.77002,791.77002,796.919983,3440100
2017-01-10,798.0,789.539978,795.900024,2558400
2017-01-11,799.5,789.51001,799.02002,2992800
2017-01-12,814.130005,799.5,813.6400150000001,4873900
2017-01-13,821.650024,811.400024,817.1400150000001,3791900
2017-01-17,816.0,803.4400019999999,809.719971,3659400
2017-01-18,811.72998,804.27002,807.47998,2354200
2017-01-19,813.51001,807.320007,809.039978,2540800
2017-01-20,816.02002,806.26001,808.330017,3376200
2017-01-23,818.5,805.080017,817.880005,2797500
2017-01-24,823.98999,814.5,822.4400019999999,2971700
2017-01-25,837.419983,825.289978,836.52002,3922600
2017-01-26,843.840027,833.0,839.150024,3586300
2017-01-27,839.7000119999999,829.4400019999999,835.77002,2998700
2017-01-30,833.5,816.380005,830.380005,3747300
2017-01-31,826.98999,819.5599980000001,823.47998,3137200
2017-02-01,833.780029,824.9400019999999,832.349976,3850200
2017-02-02,842.48999,828.26001,839.9500119999999,7350500
2017-02-03,818.299988,804.0,810.200012,10868800
2017-02-06,810.719971,803.0,807.6400150000001,3897300
2017-02-07,816.159973,807.5,812.5,3466100
2017-02-08,821.47998,812.5,819.710022,2858000
2017-02-09,825.0,819.710022,821.3599849999999,2484900
2017-02-10,828.0,822.849976,827.460022,2429600
2017-02-13,843.0,828.549988,836.530029,4172600
2017-02-14,838.3099980000001,831.450012,836.3900150000001,2787900
2017-02-15,842.8099980000001,832.820007,842.7000119999999,2968900
2017-02-16,845.0,839.3800050000001,844.1400150000001,2714700
2017-02-17,847.2700199999999,840.7299800000001,845.070007,3112300
2017-02-21,857.9799800000001,847.25,856.4400019999999,3507700
2017-02-22,858.429993,852.179993,855.6099849999999,2617000
2017-02-23,860.8599849999999,848.0,852.1900019999999,3462000
2017-02-24,845.8099980000001,837.75,845.23999,3688000
2017-02-27,852.5,839.669983,848.6400150000001,2713600
2017-02-28,854.090027,842.0499880000001,845.0399779999999,2793700
2017-03-01,854.830017,849.01001,853.080017,2760100
2017-03-02,854.820007,847.2800289999999,848.909973,2132100
2017-03-03,851.98999,846.2700199999999,849.8800050000001,1941100
2017-03-06,848.48999,841.1199949999999,846.6099849999999,2610400
